           Element              Name           Azimuth              x[m]              y[m]              z[m]
             drift         DBENDEND:       4570.834165      -1136.102790       -990.088432         -0.000000
             drift         DBENDEND:       4570.973865      -1135.964837       -990.110454         -0.000000
          thinQuad            BENDQ:       4570.973865      -1135.964837       -990.110454         -0.000000
             sbend             BEND:       4577.095248      -1129.916121       -991.050867         -0.000000
          thinQuad            BENDQ:       4577.095248      -1129.916121       -991.050867         -0.000000
             drift         DBENDEND:       4577.234948      -1129.777994       -991.071768         -0.000000
            marker     MD24:cellmark       4577.234948      -1129.777994       -991.071768         -0.000000
             drift           DBPMIN:       4577.495603      -1129.520273       -991.110766         -0.000000
          hmonitor          HBPMD24:       4577.495603      -1129.520273       -991.110766         -0.000000
             drift          DBPMOUT:       4577.695628      -1129.322499       -991.140693         -0.000000
        quadrupole           HQUADF:       4579.374568      -1127.662457       -991.391889         -0.000000
             drift            DQOUT:       4579.546348      -1127.492610       -991.417590         -0.000000
             drift          DPACKIN:       4579.689223      -1127.351344       -991.438966         -0.000000
        quadrupole            TQFA4:       4580.451223      -1126.597921       -991.552973         -0.000000
     thinSextupole              TSF:       4580.451223      -1126.597921       -991.552973         -0.000000
             hkick            HDD24:       4580.451223      -1126.597921       -991.552973         -0.000000
             drift         DPACKU2D:       4580.857623      -1126.196095       -991.613777         -0.000000
            marker              TX2:       4580.857623      -1126.196095       -991.613777         -0.000000
            marker              TR2:       4580.857623      -1126.196095       -991.613777         -0.000000
             drift         DPACKOUT:       4581.375148      -1125.684395       -991.691207         -0.000000
             drift         DBENDEND:       4581.514848      -1125.546267       -991.712108         -0.000000
          thinQuad            BENDQ:       4581.514848      -1125.546267       -991.712108         -0.000000
             sbend             BEND:       4587.636231      -1119.490118       -992.603389         -0.000000
          thinQuad            BENDQ:       4587.636231      -1119.490118       -992.603389         -0.000000
             drift         DBENDEND:       4587.775931      -1119.351825       -992.623168         -0.000000
             drift         DBENDEND:       4587.915631      -1119.213532       -992.642947         -0.000000
          thinQuad            BENDQ:       4587.915631      -1119.213532       -992.642947         -0.000000
             sbend             BEND:       4594.037014      -1113.150347       -993.485036         -0.000000
          thinQuad            BENDQ:       4594.037014      -1113.150347       -993.485036         -0.000000
             drift         DBENDEND:       4594.176714      -1113.011898       -993.503693         -0.000000
             drift         DBENDEND:       4594.316414      -1112.873449       -993.522349         -0.000000
          thinQuad            BENDQ:       4594.316414      -1112.873449       -993.522349         -0.000000
             sbend             BEND:       4600.437797      -1106.803628       -994.315191         -0.000000
          thinQuad            BENDQ:       4600.437797      -1106.803628       -994.315191         -0.000000
             drift         DBENDEND:       4600.577497      -1106.665032       -994.332722         -0.000000
             drift         DBENDEND:       4600.717197      -1106.526437       -994.350254         -0.000000
          thinQuad            BENDQ:       4600.717197      -1106.526437       -994.350254         -0.000000
             sbend             BEND:       4606.838581      -1100.450379       -995.093797         -0.000000
          thinQuad            BENDQ:       4606.838581      -1100.450379       -995.093797         -0.000000
             drift         DBENDEND:       4606.978281      -1100.311646       -995.110202         -0.000000
            marker     MD25:cellmark       4606.978281      -1100.311646       -995.110202         -0.000000
             drift           DBPMIN:       4607.238936      -1100.052794       -995.140813         -0.000000
          vmonitor          VBPMD25:       4607.238936      -1100.052794       -995.140813         -0.000000
             drift          DBPMOUT:       4607.438961      -1099.854153       -995.164303         -0.000000
        quadrupole           HQUADD:       4609.117901      -1098.186831       -995.361472         -0.000000
             drift            DQOUT:       4609.289681      -1098.016240       -995.381645         -0.000000
             drift         DPIN5LOC:       4609.457956      -1097.849129       -995.401407         -0.000000
        quadrupole            TQDD1:       4610.219956      -1097.092402       -995.490894         -0.000000
     thinSextupole              TSD:       4610.219956      -1097.092402       -995.490894         -0.000000
             vkick            VDD25:       4610.219956      -1097.092402       -995.490894         -0.000000
             drift        DPOUT5LOC:       4610.381881      -1096.931597       -995.509910         -0.000000
             drift          DFCANIN:       4610.591431      -1096.723497       -995.534519         -0.000000
             drift             FCAN:       4611.035931      -1096.282073       -995.586719         -0.000000
             drift         DFCANOUT:       4611.118481      -1096.200094       -995.596414         -0.000000
             drift         DBENDEND:       4611.258181      -1096.061361       -995.612819         -0.000000
          thinQuad            BENDQ:       4611.258181      -1096.061361       -995.612819         -0.000000
             sbend             BEND:       4617.379564      -1089.979468       -996.307014         -0.000000
          thinQuad            BENDQ:       4617.379564      -1089.979468       -996.307014         -0.000000
             drift         DBENDEND:       4617.519264      -1089.840606       -996.322293         -0.000000
             drift         DBENDEND:       4617.658964      -1089.701744       -996.337572         -0.000000
          thinQuad            BENDQ:       4617.658964      -1089.701744       -996.337572         -0.000000
             sbend             BEND:       4623.780347      -1083.614416       -996.982373         -0.000000
          thinQuad            BENDQ:       4623.780347      -1083.614416       -996.982373         -0.000000
             drift         DBENDEND:       4623.920047      -1083.475434       -996.996524         -0.000000
             drift         DBENDEND:       4624.059747      -1083.336453       -997.010676         -0.000000
          thinQuad            BENDQ:       4624.059747      -1083.336453       -997.010676         -0.000000
             sbend             BEND:       4630.181130      -1077.244091       -997.606040         -0.000000
          thinQuad            BENDQ:       4630.181130      -1077.244091       -997.606040         -0.000000
             drift         DBENDEND:       4630.320830      -1077.104999       -997.619063         -0.000000
             drift         DBENDEND:       4630.460530      -1076.965907       -997.632085         -0.000000
          thinQuad            BENDQ:       4630.460530      -1076.965907       -997.632085         -0.000000
             sbend             BEND:       4636.581913      -1070.868913       -998.177974         -0.000000
          thinQuad            BENDQ:       4636.581913      -1070.868913       -998.177974         -0.000000
             drift         DBENDEND:       4636.721613      -1070.729720       -998.189867         -0.000000
            marker     MD26:cellmark       4636.721613      -1070.729720       -998.189867         -0.000000
             drift           DBPMIN:       4636.982268      -1070.470012       -998.212057         -0.000000
          hmonitor          HBPMD26:       4636.982268      -1070.470012       -998.212057         -0.000000
             drift          DBPMOUT:       4637.182293      -1070.270713       -998.229086         -0.000000
        quadrupole           HQUADF:       4638.861233      -1068.597868       -998.372021         -0.000000
             drift            DQOUT:       4639.033013      -1068.426712       -998.386645         -0.000000
             drift          DPACKIN:       4639.175888      -1068.284356       -998.398809         -0.000000
        quadrupole            TQFA4:       4639.937888      -1067.525122       -998.463681         -0.000000
     thinSextupole              TSF:       4639.937888      -1067.525122       -998.463681         -0.000000
             hkick            HDD26:       4639.937888      -1067.525122       -998.463681         -0.000000
             drift         DPACKU2D:       4640.344288      -1067.120198       -998.498279         -0.000000
            marker    CS3D2AP:fdsext       4640.344288      -1067.120198       -998.498279         -0.000000
            marker              TSQ:       4640.344288      -1067.120198       -998.498279         -0.000000
             drift         DPACKOUT:       4640.861813      -1066.604551       -998.542338         -0.000000
             drift         DBENDEND:       4641.001513      -1066.465359       -998.554231         -0.000000
          thinQuad            BENDQ:       4641.001513      -1066.465359       -998.554231         -0.000000
             sbend             BEND:       4647.122897      -1060.364134       -999.050608         -0.000000
          thinQuad            BENDQ:       4647.122897      -1060.364134       -999.050608         -0.000000
             drift         DBENDEND:       4647.262597      -1060.224849       -999.061371         -0.000000
             drift         DBENDEND:       4647.402297      -1060.085564       -999.072134         -0.000000
          thinQuad            BENDQ:       4647.402297      -1060.085564       -999.072134         -0.000000
             sbend             BEND:       4653.523680      -1053.980511       -999.518966         -0.000000
          thinQuad            BENDQ:       4653.523680      -1053.980511       -999.518966         -0.000000
             drift         DBENDEND:       4653.663380      -1053.841144       -999.528598         -0.000000
             drift         DBENDEND:       4653.803080      -1053.701776       -999.538230         -0.000000
          thinQuad            BENDQ:       4653.803080      -1053.701776       -999.538230         -0.000000
             sbend             BEND:       4659.924463      -1047.593297       -999.935488         -0.000000
          thinQuad            BENDQ:       4659.924463      -1047.593297       -999.935488         -0.000000
             drift         DBENDEND:       4660.064163      -1047.453856       -999.943988         -0.000000
             drift         DBENDEND:       4660.203863      -1047.314415       -999.952488         -0.000000
          thinQuad            BENDQ:       4660.203863      -1047.314415       -999.952488         -0.000000
             sbend             BEND:       4666.325246      -1041.202912      -1000.300147         -0.000000
          thinQuad            BENDQ:       4666.325246      -1041.202912      -1000.300147         -0.000000
             drift         DBENDEND:       4666.464946      -1041.063406      -1000.307515         -0.000000
            marker     MD27:cellmark       4666.464946      -1041.063406      -1000.307515         -0.000000
             drift           DBPMIN:       4666.725601      -1040.803114      -1000.321262         -0.000000
          vmonitor          VBPMD27:       4666.725601      -1040.803114      -1000.321262         -0.000000
             drift          DBPMOUT:       4666.925626      -1040.603367      -1000.331812         -0.000000
        quadrupole           HQUADD:       4668.604566      -1038.926764      -1000.420361         -0.000000
             drift            DQOUT:       4668.776346      -1038.755223      -1000.429421         -0.000000
             drift          DPACKIN:       4668.919221      -1038.612547      -1000.436956         -0.000000
        quadrupole            TQDD1:       4669.681221      -1037.851608      -1000.477145         -0.000000
     thinSextupole              TSD:       4669.681221      -1037.851608      -1000.477145         -0.000000
             vkick            VDD27:       4669.681221      -1037.851608      -1000.477145         -0.000000
             drift         DPACKU2D:       4670.087621      -1037.445773      -1000.498579         -0.000000
            marker             TOZD:       4670.087621      -1037.445773      -1000.498579         -0.000000
            marker    CS2D2AP:fdsext       4670.087621      -1037.445773      -1000.498579         -0.000000
             drift         DPACKOUT:       4670.605146      -1036.928969      -1000.525874         -0.000000
             drift         DBENDEND:       4670.744846      -1036.789463      -1000.533242         -0.000000
          thinQuad            BENDQ:       4670.744846      -1036.789463      -1000.533242         -0.000000
             sbend             BEND:       4676.866229      -1030.675339      -1000.831278         -0.000000
          thinQuad            BENDQ:       4676.866229      -1030.675339      -1000.831278         -0.000000
             drift         DBENDEND:       4677.005929      -1030.535779      -1000.837513         -0.000000
             drift         DBENDEND:       4677.145629      -1030.396218      -1000.843748         -0.000000
          thinQuad            BENDQ:       4677.145629      -1030.396218      -1000.843748         -0.000000
             sbend             BEND:       4683.267013      -1024.279876      -1001.092141         -0.000000
          thinQuad            BENDQ:       4683.267013      -1024.279876      -1001.092141         -0.000000
             drift         DBENDEND:       4683.406713      -1024.140270      -1001.097243         -0.000000
             drift         DBENDEND:       4683.546413      -1024.000663      -1001.102345         -0.000000
          thinQuad            BENDQ:       4683.546413      -1024.000663      -1001.102345         -0.000000
             sbend             BEND:       4689.667796      -1017.882506      -1001.301079         -0.000000
          thinQuad            BENDQ:       4689.667796      -1017.882506      -1001.301079         -0.000000
             drift         DBENDEND:       4689.807496      -1017.742863      -1001.305048         -0.000000
             drift         DBENDEND:       4689.947196      -1017.603219      -1001.309017         -0.000000
          thinQuad            BENDQ:       4689.947196      -1017.603219      -1001.309017         -0.000000
             sbend             BEND:       4696.068579      -1011.483651      -1001.458079         -0.000000
          thinQuad            BENDQ:       4696.068579      -1011.483651      -1001.458079         -0.000000
             drift         DBENDEND:       4696.208279      -1011.343980      -1001.460914         -0.000000
            marker     MD28:cellmark       4696.208279      -1011.343980      -1001.460914         -0.000000
             drift           DBPMIN:       4696.468934      -1011.083379      -1001.466203         -0.000000
          hmonitor          HBPMD28:       4696.468934      -1011.083379      -1001.466203         -0.000000
             drift          DBPMOUT:       4696.668959      -1010.883395      -1001.470262         -0.000000
        quadrupole           HQUADF:       4698.347899      -1009.204801      -1001.504333         -0.000000
             drift            DQOUT:       4698.519679      -1009.033056      -1001.507819         -0.000000
             drift          DPACKIN:       4698.662554      -1008.890210      -1001.510719         -0.000000
        quadrupole            TQFA4:       4699.424554      -1008.128367      -1001.526182         -0.000000
     thinSextupole              TSF:       4699.424554      -1008.128367      -1001.526182         -0.000000
             hkick            HDD28:       4699.424554      -1008.128367      -1001.526182         -0.000000
             drift         DPACKU2D:       4699.830954      -1007.722051      -1001.534429         -0.000000
            marker              TX2:       4699.830954      -1007.722051      -1001.534429         -0.000000
            marker              TR1:       4699.830954      -1007.722051      -1001.534429         -0.000000
             drift         DPACKOUT:       4700.348479      -1007.204633      -1001.544931         -0.000000
             drift         DBENDEND:       4700.488179      -1007.064961      -1001.547766         -0.000000
          thinQuad            BENDQ:       4700.488179      -1007.064961      -1001.547766         -0.000000
             sbend             BEND:       4706.609562      -1000.944385      -1001.647146         -0.000000
          thinQuad            BENDQ:       4706.609562      -1000.944385      -1001.647146         -0.000000
             drift         DBENDEND:       4706.749262      -1000.804695      -1001.648847         -0.000000
             drift         DBENDEND:       4706.888962      -1000.665006      -1001.650548         -0.000000
          thinQuad            BENDQ:       4706.888962      -1000.665006      -1001.650548         -0.000000
             sbend             BEND:       4713.010345       -994.543824      -1001.700240         -0.000000
          thinQuad            BENDQ:       4713.010345       -994.543824      -1001.700240         -0.000000
             drift         DBENDEND:       4713.150045       -994.404125      -1001.700807         -0.000000
             drift         DBENDEND:       4713.289745       -994.264426      -1001.701374         -0.000000
          thinQuad            BENDQ:       4713.289745       -994.264426      -1001.701374         -0.000000
             sbend             BEND:       4719.411128       -988.143043      -1001.701374         -0.000000
          thinQuad            BENDQ:       4719.411128       -988.143043      -1001.701374         -0.000000
             drift         DBENDEND:       4719.550828       -988.003344      -1001.700807         -0.000000
             drift         DBENDEND:       4719.690528       -987.863646      -1001.700240         -0.000000
          thinQuad            BENDQ:       4719.690528       -987.863646      -1001.700240         -0.000000
             sbend             BEND:       4725.811912       -981.742464      -1001.650548         -0.000000
          thinQuad            BENDQ:       4725.811912       -981.742464      -1001.650548         -0.000000
             drift         DBENDEND:       4725.951612       -981.602774      -1001.648847         -0.000000
            marker     MD29:cellmark       4725.951612       -981.602774      -1001.648847         -0.000000
             drift           DBPMIN:       4726.212267       -981.342139      -1001.645673         -0.000000
          vmonitor          VBPMD29:       4726.212267       -981.342139      -1001.645673         -0.000000
             drift          DBPMOUT:       4726.412292       -981.142129      -1001.643238         -0.000000
        quadrupole           HQUADD:       4728.091232       -979.463313      -1001.622794         -0.000000
             drift            DQOUT:       4728.263012       -979.291546      -1001.620703         -0.000000
             drift         DPIN5LOC:       4728.431287       -979.123283      -1001.618654         -0.000000
        quadrupole            TQDD1:       4729.193287       -978.361340      -1001.609375         -0.000000
     thinSextupole              TSD:       4729.193287       -978.361340      -1001.609375         -0.000000
             vkick            VDD29:       4729.193287       -978.361340      -1001.609375         -0.000000
             drift        DPOUT5LOC:       4729.355212       -978.199427      -1001.607404         -0.000000
             drift           DSSINF:       4729.647312       -977.907348      -1001.603847         -0.000000
             drift             DTAB:       4729.818762       -977.735911      -1001.601759         -0.000000
             drift             DGV3:       4729.920362       -977.634319      -1001.600522         -0.000000
             drift             DTAB:       4730.091812       -977.462881      -1001.598435         -0.000000
             drift         DBENDEND:       4730.231512       -977.323192      -1001.596733         -0.000000
          thinQuad            BENDQ:       4730.231512       -977.323192      -1001.596733         -0.000000
             sbend             BEND:       4736.352895       -971.202615      -1001.497353         -0.000000
          thinQuad            BENDQ:       4736.352895       -971.202615      -1001.497353         -0.000000
             drift         DBENDEND:       4736.492595       -971.062944      -1001.494518         -0.000000
             drift         DBENDEND:       4736.632295       -970.923273      -1001.491683         -0.000000
          thinQuad            BENDQ:       4736.632295       -970.923273      -1001.491683         -0.000000
             sbend             BEND:       4742.753678       -964.803705      -1001.342622         -0.000000
          thinQuad            BENDQ:       4742.753678       -964.803705      -1001.342622         -0.000000
             drift         DBENDEND:       4742.893378       -964.664061      -1001.338653         -0.000000
             drift         DBENDEND:       4743.033078       -964.524418      -1001.334684         -0.000000
          thinQuad            BENDQ:       4743.033078       -964.524418      -1001.334684         -0.000000
             sbend             BEND:       4749.154461       -958.406261      -1001.135950         -0.000000
          thinQuad            BENDQ:       4749.154461       -958.406261      -1001.135950         -0.000000
             drift         DBENDEND:       4749.294161       -958.266654      -1001.130848         -0.000000
             drift         DBENDEND:       4749.433861       -958.127048      -1001.125746         -0.000000
          thinQuad            BENDQ:       4749.433861       -958.127048      -1001.125746         -0.000000
             sbend             BEND:       4755.555244       -952.010706      -1000.877353         -0.000000
          thinQuad            BENDQ:       4755.555244       -952.010706      -1000.877353         -0.000000
             drift         DBENDEND:       4755.694944       -951.871145      -1000.871118         -0.000000
            marker     MD32:cellmark       4755.694944       -951.871145      -1000.871118         -0.000000
             drift           DBPMIN:       4755.955599       -951.610750      -1000.859484         -0.000000
          hmonitor          HBPMD32:       4755.955599       -951.610750      -1000.859484         -0.000000
             drift          DBPMOUT:       4756.155624       -951.410924      -1000.850556         -0.000000
        quadrupole           HQUADF:       4757.834564       -949.733658      -1000.775620         -0.000000
             drift            DQOUT:       4758.006344       -949.562049      -1000.767953         -0.000000
             drift          DPACKIN:       4758.149219       -949.419316      -1000.761576         -0.000000
        quadrupole            TQFA4:       4758.911219       -948.658076      -1000.727565         -0.000000
     thinSextupole              TSF:       4758.911219       -948.658076      -1000.727565         -0.000000
             hkick            HDD32:       4758.911219       -948.658076      -1000.727565         -0.000000
             drift         DPACKU2D:       4759.317619       -948.252081      -1000.709426         -0.000000
            marker              TX1:       4759.317619       -948.252081      -1000.709426         -0.000000
            marker              TSQ:       4759.317619       -948.252081      -1000.709426         -0.000000
             drift         DPACKOUT:       4759.835144       -947.735071      -1000.686328         -0.000000
             drift         DBENDEND:       4759.974844       -947.595511      -1000.680092         -0.000000
          thinQuad            BENDQ:       4759.974844       -947.595511      -1000.680092         -0.000000
             sbend             BEND:       4766.096228       -941.481387      -1000.382057         -0.000000
          thinQuad            BENDQ:       4766.096228       -941.481387      -1000.382057         -0.000000
             drift         DBENDEND:       4766.235928       -941.341881      -1000.374689         -0.000000
             drift         DBENDEND:       4766.375628       -941.202376      -1000.367321         -0.000000
          thinQuad            BENDQ:       4766.375628       -941.202376      -1000.367321         -0.000000
             sbend             BEND:       4772.497011       -935.090873      -1000.019663         -0.000000
          thinQuad            BENDQ:       4772.497011       -935.090873      -1000.019663         -0.000000
             drift         DBENDEND:       4772.636711       -934.951432      -1000.011162         -0.000000
             drift         DBENDEND:       4772.776411       -934.811991      -1000.002662         -0.000000
          thinQuad            BENDQ:       4772.776411       -934.811991      -1000.002662         -0.000000
             sbend             BEND:       4778.897794       -928.703512       -999.605404         -0.000000
          thinQuad            BENDQ:       4778.897794       -928.703512       -999.605404         -0.000000
             drift         DBENDEND:       4779.037494       -928.564144       -999.595772         -0.000000
             drift         DBENDEND:       4779.177194       -928.424776       -999.586140         -0.000000
          thinQuad            BENDQ:       4779.177194       -928.424776       -999.586140         -0.000000
             sbend             BEND:       4785.298577       -922.319723       -999.139308         -0.000000
          thinQuad            BENDQ:       4785.298577       -922.319723       -999.139308         -0.000000
             drift         DBENDEND:       4785.438277       -922.180439       -999.128545         -0.000000
            marker     MD33:cellmark       4785.438277       -922.180439       -999.128545         -0.000000
             drift           DBPMIN:       4785.698932       -921.920558       -999.108463         -0.000000
          vmonitor          VBPMD33:       4785.698932       -921.920558       -999.108463         -0.000000
             drift          DBPMOUT:       4785.898957       -921.721128       -999.093053         -0.000000
        quadrupole           HQUADD:       4787.577897       -920.047178       -998.963703         -0.000000
             drift            DQOUT:       4787.749677       -919.875909       -998.950468         -0.000000
             drift          DPACKIN:       4787.892552       -919.733458       -998.939461         -0.000000
        quadrupole            TQDD1:       4788.654552       -918.973723       -998.880754         -0.000000
     thinSextupole              TSD:       4788.654552       -918.973723       -998.880754         -0.000000
             vkick            VDD33:       4788.654552       -918.973723       -998.880754         -0.000000
             drift         DPACKU2D:       4789.060952       -918.568531       -998.849444         -0.000000
            marker             TOZD:       4789.060952       -918.568531       -998.849444         -0.000000
            marker    CS5D3AM:fdsext       4789.060952       -918.568531       -998.849444         -0.000000
             drift         DPACKOUT:       4789.578477       -918.052544       -998.809572         -0.000000
             drift         DBENDEND:       4789.718177       -917.913259       -998.798810         -0.000000
          thinQuad            BENDQ:       4789.718177       -917.913259       -998.798810         -0.000000
             sbend             BEND:       4795.839560       -911.812035       -998.302433         -0.000000
          thinQuad            BENDQ:       4795.839560       -911.812035       -998.302433         -0.000000
             drift         DBENDEND:       4795.979260       -911.672842       -998.290540         -0.000000
             drift         DBENDEND:       4796.118960       -911.533649       -998.278646         -0.000000
          thinQuad            BENDQ:       4796.118960       -911.533649       -998.278646         -0.000000
             sbend             BEND:       4802.240344       -905.436655       -997.732758         -0.000000
          thinQuad            BENDQ:       4802.240344       -905.436655       -997.732758         -0.000000
             drift         DBENDEND:       4802.380044       -905.297563       -997.719735         -0.000000
             drift         DBENDEND:       4802.519744       -905.158471       -997.706713         -0.000000
          thinQuad            BENDQ:       4802.519744       -905.158471       -997.706713         -0.000000
             sbend             BEND:       4808.641127       -899.066110       -997.111349         -0.000000
          thinQuad            BENDQ:       4808.641127       -899.066110       -997.111349         -0.000000
             drift         DBENDEND:       4808.780827       -898.927128       -997.097197         -0.000000
             drift         DBENDEND:       4808.920527       -898.788147       -997.083046         -0.000000
          thinQuad            BENDQ:       4808.920527       -898.788147       -997.083046         -0.000000
             sbend             BEND:       4815.041910       -892.700819       -996.438245         -0.000000
          thinQuad            BENDQ:       4815.041910       -892.700819       -996.438245         -0.000000
             drift         DBENDEND:       4815.181610       -892.561957       -996.422966         -0.000000
            marker     MD34:cellmark       4815.181610       -892.561957       -996.422966         -0.000000
             drift           DBPMIN:       4815.442265       -892.302865       -996.394458         -0.000000
          hmonitor          HBPMD34:       4815.442265       -892.302865       -996.394458         -0.000000
             drift          DBPMOUT:       4815.642290       -892.104040       -996.372581         -0.000000
        quadrupole           HQUADF:       4817.321230       -890.435172       -996.188953         -0.000000
             drift            DQOUT:       4817.493010       -890.264423       -996.170165         -0.000000
             drift          DPACKIN:       4817.635885       -890.122405       -996.154539         -0.000000
        quadrupole            TQFA4:       4818.397885       -889.364976       -996.071198         -0.000000
     thinSextupole              TSF:       4818.397885       -889.364976       -996.071198         -0.000000
             hkick            HDD34:       4818.397885       -889.364976       -996.071198         -0.000000
             drift         DPACKU2D:       4818.804285       -888.961014       -996.026750         -0.000000
            marker              TX1:       4818.804285       -888.961014       -996.026750         -0.000000
            marker              TR2:       4818.804285       -888.961014       -996.026750         -0.000000
             drift         DPACKOUT:       4819.321810       -888.446594       -995.970147         -0.000000
             drift         DBENDEND:       4819.461510       -888.307732       -995.954868         -0.000000
          thinQuad            BENDQ:       4819.461510       -888.307732       -995.954868         -0.000000
             sbend             BEND:       4825.582893       -882.225839       -995.260674         -0.000000
          thinQuad            BENDQ:       4825.582893       -882.225839       -995.260674         -0.000000
             drift         DBENDEND:       4825.722593       -882.087105       -995.244268         -0.000000
             drift         DBENDEND:       4825.862293       -881.948372       -995.227862         -0.000000
          thinQuad            BENDQ:       4825.862293       -881.948372       -995.227862         -0.000000
             sbend             BEND:       4831.983676       -875.872314       -994.484319         -0.000000
          thinQuad            BENDQ:       4831.983676       -875.872314       -994.484319         -0.000000
             drift         DBENDEND:       4832.123376       -875.733719       -994.466787         -0.000000
             drift         DBENDEND:       4832.263076       -875.595123       -994.449256         -0.000000
          thinQuad            BENDQ:       4832.263076       -875.595123       -994.449256         -0.000000
             sbend             BEND:       4838.384460       -869.525302       -993.656414         -0.000000
          thinQuad            BENDQ:       4838.384460       -869.525302       -993.656414         -0.000000
             drift         DBENDEND:       4838.524160       -869.386853       -993.637758         -0.000000
             drift         DBENDEND:       4838.663860       -869.248404       -993.619102         -0.000000
          thinQuad            BENDQ:       4838.663860       -869.248404       -993.619102         -0.000000
             sbend             BEND:       4844.785243       -863.185219       -992.777013         -0.000000
          thinQuad            BENDQ:       4844.785243       -863.185219       -992.777013         -0.000000
             drift         DBENDEND:       4844.924943       -863.046926       -992.757233         -0.000000
            marker     MD35:cellmark       4844.924943       -863.046926       -992.757233         -0.000000
             drift           DBPMIN:       4845.185598       -862.788897       -992.720329         -0.000000
          vmonitor          VBPMD35:       4845.185598       -862.788897       -992.720329         -0.000000
             drift          DBPMOUT:       4845.385623       -862.590887       -992.692008         -0.000000
        quadrupole           HQUADD:       4847.064563       -860.928860       -992.454297         -0.000000
             drift            DQOUT:       4847.236343       -860.758811       -992.429975         -0.000000
             drift         DPIN5LOC:       4847.404618       -860.592231       -992.406150         -0.000000
        quadrupole            TQDD1:       4848.166618       -859.837907       -992.298263         -0.000000
     thinSextupole              TSD:       4848.166618       -859.837907       -992.298263         -0.000000
             vkick            VDD35:       4848.166618       -859.837907       -992.298263         -0.000000
             drift        DPOUT5LOC:       4848.328543       -859.677613       -992.275337         -0.000000
             drift          DFCANIN:       4848.538093       -859.470174       -992.245668         -0.000000
             drift             FCAN:       4848.982593       -859.030152       -992.182734         -0.000000
             drift         DFCANOUT:       4849.065143       -858.948434       -992.171046         -0.000000
             drift         DBENDEND:       4849.204843       -858.810141       -992.151267         -0.000000
          thinQuad            BENDQ:       4849.204843       -858.810141       -992.151267         -0.000000
             sbend             BEND:       4855.326226       -852.753991       -991.259986         -0.000000
          thinQuad            BENDQ:       4855.326226       -852.753991       -991.259986         -0.000000
             drift         DBENDEND:       4855.465926       -852.615863       -991.239085         -0.000000
             drift         DBENDEND:       4855.605626       -852.477736       -991.218184         -0.000000
          thinQuad            BENDQ:       4855.605626       -852.477736       -991.218184         -0.000000
             sbend             BEND:       4861.727009       -846.429021       -990.277770         -0.000000
          thinQuad            BENDQ:       4861.727009       -846.429021       -990.277770         -0.000000
             drift         DBENDEND:       4861.866709       -846.291067       -990.255748         -0.000000
             drift         DBENDEND:       4862.006409       -846.153114       -990.233726         -0.000000
          thinQuad            BENDQ:       4862.006409       -846.153114       -990.233726         -0.000000
             sbend             BEND:       4868.127792       -840.112232       -989.244242         -0.000000
          thinQuad            BENDQ:       4868.127792       -840.112232       -989.244242         -0.000000
             drift         DBENDEND:       4868.267492       -839.974462       -989.221101         -0.000000
             drift         DBENDEND:       4868.407192       -839.836692       -989.197960         -0.000000
          thinQuad            BENDQ:       4868.407192       -839.836692       -989.197960         -0.000000
             sbend             BEND:       4874.528576       -833.804042       -988.159471         -0.000000
          thinQuad            BENDQ:       4874.528576       -833.804042       -988.159471         -0.000000
             drift         DBENDEND:       4874.668276       -833.666464       -988.135212         -0.000000
            marker     MD36:cellmark       4874.668276       -833.666464       -988.135212         -0.000000
             drift           DBPMIN:       4874.928931       -833.409769       -988.089950         -0.000000
          hmonitor          HBPMD36:       4874.928931       -833.409769       -988.089950         -0.000000
             drift          DBPMOUT:       4875.128956       -833.212783       -988.055216         -0.000000
        quadrupole           HQUADF:       4876.807896       -831.559350       -987.763671         -0.000000
             drift            DQOUT:       4876.979676       -831.390179       -987.733841         -0.000000
             drift          DPACKIN:       4877.122551       -831.249475       -987.709031         -0.000000
        quadrupole            TQFA4:       4877.884551       -830.499051       -987.576712         -0.000000
     thinSextupole              TSF:       4877.884551       -830.499051       -987.576712         -0.000000
             hkick            HDD36:       4877.884551       -830.499051       -987.576712         -0.000000
             drift         DPACKU2D:       4878.290951       -830.098826       -987.506141         -0.000000
            marker              TX1:       4878.290951       -830.098826       -987.506141         -0.000000
            marker              TSQ:       4878.290951       -830.098826       -987.506141         -0.000000
            marker             TOZF:       4878.290951       -830.098826       -987.506141         -0.000000
             drift         DPACKOUT:       4878.808476       -829.589163       -987.416274         -0.000000
             drift         DBENDEND:       4878.948176       -829.451585       -987.392015         -0.000000
          thinQuad            BENDQ:       4878.948176       -829.451585       -987.392015         -0.000000
             sbend             BEND:       4885.069559       -823.427564       -986.304588         -0.000000
          thinQuad            BENDQ:       4885.069559       -823.427564       -986.304588         -0.000000
             drift         DBENDEND:       4885.209259       -823.290188       -986.279214         -0.000000
             drift         DBENDEND:       4885.348959       -823.152811       -986.253839         -0.000000
          thinQuad            BENDQ:       4885.348959       -823.152811       -986.253839         -0.000000
             sbend             BEND:       4891.470342       -817.137816       -985.117546         -0.000000
          thinQuad            BENDQ:       4891.470342       -817.137816       -985.117546         -0.000000
             drift         DBENDEND:       4891.610042       -817.000650       -985.091057         -0.000000
             drift         DBENDEND:       4891.749742       -816.863485       -985.064568         -0.000000
          thinQuad            BENDQ:       4891.749742       -816.863485       -985.064568         -0.000000
             sbend             BEND:       4897.871125       -810.857911       -983.879485         -0.000000
